Employer_No,Effective_From,Effective_To,Status,Tier
100469,2018-11-05,2018-11-13,Open,1
100469,2018-11-14,2018-11-21,Open,1
100469,2018-11-22,2018-11-26,Open,1
100469,2018-11-27,2018-11-28,Open,1
100469,2018-11-29,2018-12-17,Open,1
100469,2018-12-18,2018-12-20,Open,1
100469,2018-12-21,9999-12-31,Open,1
100922,2012-06-30,2016-05-23,Open,3
100922,2016-05-24,2018-11-02,Open,3
100922,2018-11-03,2018-11-04,Open,3
100922,2018-11-05,2018-11-13,Open,3
100922,2018-11-14,2018-11-21,Open,3
100922,2018-11-22,2018-11-26,Open,3
100922,2018-11-27,2018-11-28,Open,3
100922,2018-11-29,2018-12-17,Open,3
100922,2018-12-18,2018-12-20,Open,3
100922,2018-12-21,9999-12-31,Open,3
100176,2013-12-28,2016-05-23,Open,2
100176,2016-05-24,9999-12-31,Open,2
100551,2013-12-28,2016-05-23,Open,1
100551,2016-05-24,2018-11-02,Open,1
100551,2018-11-03,2018-11-04,Open,1
100551,2018-11-05,2018-11-13,Open,1
100551,2018-11-14,2018-11-21,Open,1
100551,2018-11-22,2018-11-26,Open,1
100551,2018-11-27,2018-11-28,Open,1
100551,2018-11-29,2018-12-17,Open,3
100551,2018-12-18,2018-12-20,Open,3
100551,2018-12-21,9999-12-31,Open,3
100279,2014-06-28,2016-05-23,Open,2
100279,2016-05-24,9999-12-31,Open,2
100155,2014-06-28,2016-05-23,Open,4
100155,2016-05-24,9999-12-31,Open,4
100114,2014-06-28,2016-05-23,Open,4
100114,2016-05-24,9999-12-31,Open,4
100511,2015-03-29,2015-06-10,Open,3
100511,2015-06-11,2016-05-23,Open,3
100511,2016-05-24,2018-11-02,Open,3
100511,2018-11-03,2018-11-04,Open,3
100511,2018-11-05,2018-11-13,Open,3
100511,2018-11-14,2018-11-21,Open,3
100511,2018-11-22,2018-11-26,Open,3
100511,2018-11-27,2018-11-28,Open,3
100511,2018-11-29,2018-12-17,Open,3
100511,2018-12-18,2018-12-20,Open,3
100511,2018-12-21,9999-12-31,Open,3
100009,2015-04-01,2016-05-23,Open,4
100009,2016-05-24,9999-12-31,Open,4
100929,2015-04-15,2015-05-03,Open,3
100929,2015-05-04,2016-05-23,Open,3
100929,2016-05-24,2018-11-02,Open,3
100929,2018-11-03,2018-11-04,Open,3
100929,2018-11-05,2018-11-13,Open,3
100929,2018-11-14,2018-11-21,Open,3
100929,2018-11-22,2018-11-26,Open,3
100929,2018-11-27,2018-11-28,Open,3
100929,2018-11-29,2018-12-17,Open,3
100929,2018-12-18,2018-12-20,Open,3
100929,2018-12-21,9999-12-31,Open,3
100814,2015-06-11,2015-06-11,Open,4
100814,2015-06-12,2016-05-23,Open,4
100814,2016-05-24,2018-11-02,Open,4
100814,2018-11-03,2018-11-04,Open,4
100814,2018-11-05,2018-11-13,Open,4
100814,2018-11-14,2018-11-21,Open,4
100814,2018-11-22,2018-11-26,Open,4
100814,2018-11-27,2018-11-28,Open,4
100814,2018-11-29,2018-12-17,Open,4
100814,2018-12-18,2018-12-20,Open,4
100814,2018-12-21,9999-12-31,Open,4
100136,2015-03-28,2016-05-23,Open,4
100136,2016-05-24,9999-12-31,Open,4
100566,2015-06-29,2015-12-03,Open,4
100566,2015-12-04,2016-02-28,Open,4
100566,2016-02-29,2016-05-23,Open,4
100566,2016-05-24,2018-11-02,Open,4
100566,2018-11-03,2018-11-04,Open,4
100566,2018-11-05,2018-11-13,Open,4
100566,2018-11-14,2018-11-21,Open,4
100566,2018-11-22,2018-11-26,Open,4
100566,2018-11-27,2018-11-28,Open,4
100566,2018-11-29,2018-12-17,Open,4
100566,2018-12-18,2018-12-20,Open,4
100566,2018-12-21,9999-12-31,Open,4
100844,2015-08-10,2016-05-23,Open,2
100844,2016-05-24,2016-11-29,Open,2
100844,2016-11-30,9999-12-31,Open,2
100570,2015-08-21,2016-05-23,Open,4
100570,2016-05-24,9999-12-31,Open,4
100933,2015-09-11,2016-05-23,Open,4
100933,2016-05-24,2018-11-02,Open,4
100933,2018-11-03,2018-11-04,Open,4
100933,2018-11-05,2018-11-13,Open,4
100933,2018-11-14,2018-11-21,Open,4
100933,2018-11-22,2018-11-26,Open,4
100933,2018-11-27,2018-11-28,Open,4
100933,2018-11-29,2018-12-17,Open,4
100933,2018-12-18,2018-12-20,Open,4
100933,2018-12-21,9999-12-31,Open,4
100452,2015-10-18,2015-10-22,Open,4
100452,2015-10-23,2016-05-23,Open,4
100452,2016-05-24,2018-11-02,Open,4
100452,2018-11-03,2018-11-04,Open,4
100452,2018-11-05,2018-11-13,Open,4
100452,2018-11-14,2018-11-21,Open,4
100452,2018-11-22,2018-11-26,Open,4
100452,2018-11-27,2018-11-28,Open,4
100452,2018-11-29,2018-12-17,Open,4
100452,2018-12-18,2018-12-20,Open,4
100452,2018-12-21,9999-12-31,Open,4
100081,2016-01-08,2016-01-10,Open,3
100081,2016-01-11,2016-05-23,Open,3
100081,2016-05-24,2018-11-02,Open,3
100081,2018-11-03,2018-11-04,Open,3
100081,2018-11-05,2018-11-13,Open,3
100081,2018-11-14,2018-11-21,Open,3
100081,2018-11-22,2018-11-26,Open,3
100081,2018-11-27,2018-11-28,Open,3
100081,2018-11-29,2018-12-17,Open,3
100081,2018-12-18,2018-12-20,Open,3
100081,2018-12-21,9999-12-31,Open,3
100881,1993-07-01,2016-05-23,Open,4
100881,2016-05-24,9999-12-31,Open,4
100076,1997-07-01,2002-09-20,Open,1
100076,2002-09-21,2006-08-25,Open,1
100076,2006-08-26,2016-05-23,Open,1
100076,2016-05-24,9999-12-31,Open,1
100298,1997-10-01,2015-10-29,Open,4
100298,2015-10-30,2016-05-05,Open,4
100298,2016-05-06,2016-05-23,Open,4
100298,2016-05-24,9999-12-31,Open,4
100353,2016-01-01,9999-12-31,Open,4
100859,2016-05-01,9999-12-31,Open,4
100018,2016-06-27,9999-12-31,Open,3
100592,2015-10-02,9999-12-31,Open,4
100314,2017-01-23,9999-12-31,Open,4
100262,2016-11-26,9999-12-31,Open,4
100937,2017-04-17,9999-12-31,Open,4
100802,2017-04-26,9999-12-31,Open,4
100386,2017-01-01,9999-12-31,Open,4
100361,2017-05-24,9999-12-31,Open,4
100347,2017-04-01,9999-12-31,Open,4
100035,2017-04-01,9999-12-31,Open,4
100685,2017-07-01,9999-12-31,Open,3
100187,2017-09-01,9999-12-31,Open,4
100445,2017-06-19,9999-12-31,Open,4
100693,2017-11-06,9999-12-31,Open,4
100477,2017-12-01,9999-12-31,Open,1
100952,2017-11-16,9999-12-31,Open,4
100704,2018-04-06,9999-12-31,Open,4
100479,2018-02-01,9999-12-31,Open,4
100307,2018-03-07,9999-12-31,Open,4
100166,2018-05-30,9999-12-31,Open,4
100950,2018-06-24,9999-12-31,Open,4
100949,2018-10-04,9999-12-31,Open,4
100554,2000-07-01,2016-05-23,Open,4
100554,2016-05-24,2018-11-02,Open,4
100554,2018-11-03,2018-11-04,Open,4
100554,2018-11-05,2018-11-13,Open,4
100554,2018-11-14,2018-11-21,Open,4
100554,2018-11-22,2018-11-26,Open,4
100554,2018-11-27,2018-11-28,Open,4
100554,2018-11-29,2018-12-17,Open,4
100554,2018-12-18,2018-12-20,Open,4
100554,2018-12-21,9999-12-31,Open,4
100654,2000-12-30,2015-05-19,Open,2
100654,2015-05-20,2015-08-17,Open,2
100654,2015-08-18,2016-05-23,Open,2
100654,2016-05-24,2016-07-14,Open,2
100654,2016-07-15,2018-11-02,Open,2
100654,2018-11-03,2018-11-04,Open,2
100654,2018-11-05,2018-11-13,Open,2
100654,2018-11-14,2018-11-21,Open,2
100654,2018-11-22,2018-11-26,Open,2
100654,2018-11-27,2018-11-28,Open,3
100654,2018-11-29,2018-12-17,Open,3
100654,2018-12-18,2018-12-20,Open,3
100654,2018-12-21,9999-12-31,Open,3
100238,2001-07-01,2016-05-23,Open,4
100238,2016-05-24,2018-11-02,Open,4
100238,2018-11-03,2018-11-04,Open,4
100238,2018-11-05,2018-11-13,Open,4
100238,2018-11-14,2018-11-21,Open,4
100238,2018-11-22,2018-11-26,Open,4
100238,2018-11-27,2018-11-28,Open,4
100238,2018-11-29,2018-12-17,Open,4
100238,2018-12-18,2018-12-20,Open,4
100238,2018-12-21,9999-12-31,Open,4
100342,2002-12-07,2016-05-23,Open,4
100342,2016-05-24,2018-11-02,Open,4
100342,2018-11-03,2018-11-04,Open,4
100342,2018-11-05,2018-11-13,Open,4
100342,2018-11-14,2018-11-21,Open,4
100342,2018-11-22,2018-11-26,Open,4
100342,2018-11-27,2018-11-28,Open,4
100342,2018-11-29,2018-12-17,Open,4
100342,2018-12-18,2018-12-20,Open,4
100342,2018-12-21,9999-12-31,Open,4
100536,2003-07-26,2016-05-23,Open,4
100536,2016-05-24,2018-11-02,Open,4
100536,2018-11-03,2018-11-04,Open,4
100536,2018-11-05,2018-11-13,Open,4
100536,2018-11-14,2018-11-21,Open,4
100536,2018-11-22,2018-11-26,Open,4
100536,2018-11-27,2018-11-28,Open,4
100536,2018-11-29,2018-12-17,Open,4
100536,2018-12-18,2018-12-20,Open,4
100536,2018-12-21,9999-12-31,Open,4
100239,2004-06-26,2007-05-11,Open,4
100239,2007-05-12,2007-11-29,Open,4
100239,2007-11-30,2016-05-23,Open,4
100239,2016-05-24,9999-12-31,Open,4
100840,2006-04-01,2015-08-17,Open,4
100840,2015-08-18,2016-05-23,Open,4
100840,2016-05-24,2018-11-02,Open,4
100840,2018-11-03,2018-11-04,Open,4
100840,2018-11-05,2018-11-13,Open,4
100840,2018-11-14,2018-11-21,Open,4
100840,2018-11-22,2018-11-26,Open,4
100840,2018-11-27,2018-11-28,Open,4
100840,2018-11-29,2018-12-17,Open,4
100840,2018-12-18,2018-12-20,Open,4
100840,2018-12-21,9999-12-31,Open,4
100190,2006-07-01,2016-05-23,Open,4
100190,2016-05-24,2018-11-02,Open,4
100190,2018-11-03,2018-11-04,Open,4
100190,2018-11-05,2018-11-13,Open,4
100190,2018-11-14,2018-11-21,Open,4
100190,2018-11-22,2018-11-26,Open,4
100190,2018-11-27,2018-11-28,Open,4
100190,2018-11-29,2018-12-17,Open,4
100190,2018-12-18,2018-12-20,Open,4
100190,2018-12-21,9999-12-31,Open,4
100193,2007-06-30,2016-05-23,Open,4
100193,2016-05-24,2018-11-02,Open,4
100193,2018-11-03,2018-11-04,Open,4
100193,2018-11-05,2018-11-13,Open,4
100193,2018-11-14,2018-11-21,Open,4
100193,2018-11-22,2018-11-26,Open,4
100193,2018-11-27,2018-11-28,Open,4
100193,2018-11-29,2018-12-17,Open,4
100193,2018-12-18,2018-12-20,Open,4
100193,2018-12-21,9999-12-31,Open,4
100003,2008-09-27,2014-03-07,Open,1
100003,2014-03-08,2016-05-23,Open,1
100003,2016-05-24,2018-04-03,Closed,1
100003,2018-04-04,2018-11-02,Open,1
100003,2018-11-03,2018-11-04,Open,1
100003,2018-11-05,2018-11-13,Open,1
100003,2018-11-14,2018-11-21,Open,1
100003,2018-11-22,2018-11-26,Open,1
100003,2018-11-27,2018-11-28,Open,1
100003,2018-11-29,2018-12-17,Open,1
100003,2018-12-18,2018-12-20,Open,1
100003,2018-12-21,9999-12-31,Open,1
100457,2009-03-28,2010-02-12,Open,4
100457,2010-02-13,2010-08-27,Open,4
100457,2010-08-28,2015-06-01,Open,4
100457,2015-06-02,2016-05-23,Open,4
100457,2016-05-24,2018-11-02,Open,4
100457,2018-11-03,2018-11-04,Open,4
100457,2018-11-05,2018-11-13,Open,4
100457,2018-11-14,2018-11-21,Open,4
100457,2018-11-22,2018-11-26,Open,4
100457,2018-11-27,2018-11-28,Open,4
100457,2018-11-29,2018-12-17,Open,4
100457,2018-12-18,2018-12-20,Open,4
100457,2018-12-21,9999-12-31,Open,4
100359,2009-12-26,2016-05-23,Open,4
100359,2016-05-24,9999-12-31,Open,4
100616,2010-07-31,2012-09-07,Open,4
100616,2012-09-08,2015-10-15,Open,4
100616,2015-10-16,2016-05-23,Open,4
100616,2016-05-24,2018-11-02,Open,4
100616,2018-11-03,2018-11-04,Open,4
100616,2018-11-05,2018-11-13,Open,4
100616,2018-11-14,2018-11-21,Open,4
100616,2018-11-22,2018-11-26,Open,4
100616,2018-11-27,2018-11-28,Open,4
100616,2018-11-29,2018-12-17,Open,4
100616,2018-12-18,2018-12-20,Open,4
100616,2018-12-21,9999-12-31,Open,4
100265,2011-01-29,2015-07-14,Open,4
100265,2015-07-15,2016-05-23,Open,4
100265,2016-05-24,2018-11-02,Open,4
100265,2018-11-03,2018-11-04,Open,4
100265,2018-11-05,2018-11-13,Open,4
100265,2018-11-14,2018-11-21,Open,4
100265,2018-11-22,2018-11-26,Open,4
100265,2018-11-27,2018-11-28,Open,4
100265,2018-11-29,2018-12-17,Open,4
100265,2018-12-18,2018-12-20,Open,4
100265,2018-12-21,9999-12-31,Open,4
100208,2011-12-31,2015-12-15,Open,4
100208,2015-12-16,2016-05-23,Open,4
100208,2016-05-24,2018-11-02,Open,4
100208,2018-11-03,2018-11-04,Open,4
100208,2018-11-05,2018-11-13,Open,4
100208,2018-11-14,2018-11-21,Open,4
100208,2018-11-22,2018-11-26,Open,4
100208,2018-11-27,2018-11-28,Open,4
100208,2018-11-29,2018-12-17,Open,4
100208,2018-12-18,2018-12-20,Open,4
100208,2018-12-21,9999-12-31,Open,4
100069,2011-12-31,2012-12-07,Open,4
100069,2012-12-08,2016-05-23,Open,4
100069,2016-05-24,2018-11-02,Open,4
100069,2018-11-03,2018-11-04,Open,4
100069,2018-11-05,2018-11-13,Open,4
100069,2018-11-14,2018-11-21,Open,4
100069,2018-11-22,2018-11-26,Open,4
100069,2018-11-27,2018-11-28,Open,4
100069,2018-11-29,2018-12-17,Open,4
100069,2018-12-18,2018-12-20,Open,4
100069,2018-12-21,9999-12-31,Open,4
100858,2012-03-31,2014-07-25,Open,4
100858,2014-07-26,2016-05-23,Open,4
100858,2016-05-24,2016-07-03,Closed,4
100858,2016-07-04,9999-12-31,Open,4
100428,2012-03-31,2014-01-31,Open,4
100428,2014-02-01,2014-10-10,Open,4
100428,2014-10-11,2015-12-25,Open,4
100428,2015-12-26,2016-05-23,Open,4
100428,2016-05-24,2016-06-21,Closed,4
100428,2016-06-22,2018-11-02,Open,4
100428,2018-11-03,2018-11-04,Open,4
100428,2018-11-05,2018-11-13,Open,4
100428,2018-11-14,2018-11-21,Open,4
100428,2018-11-22,2018-11-26,Open,4
100428,2018-11-27,2018-11-28,Open,4
100428,2018-11-29,2018-12-17,Open,4
100428,2018-12-18,2018-12-20,Open,4
100428,2018-12-21,9999-12-31,Open,4
100181,2012-12-29,2016-05-23,Open,4
100181,2016-05-24,2018-11-02,Open,4
100181,2018-11-03,2018-11-04,Open,4
100181,2018-11-05,2018-11-13,Open,4
100181,2018-11-14,2018-11-21,Open,4
100181,2018-11-22,2018-11-26,Open,4
100181,2018-11-27,2018-11-28,Open,4
100181,2018-11-29,2018-12-17,Open,4
100181,2018-12-18,2018-12-20,Open,4
100181,2018-12-21,9999-12-31,Open,4
100577,2013-02-23,2016-05-23,Open,4
100577,2016-05-24,2018-11-02,Open,4
100577,2018-11-03,2018-11-04,Open,4
100577,2018-11-05,2018-11-13,Open,4
100577,2018-11-14,2018-11-21,Open,4
100577,2018-11-22,2018-11-26,Open,4
100577,2018-11-27,2018-11-28,Open,4
100577,2018-11-29,2018-12-17,Open,4
100577,2018-12-18,2018-12-20,Open,4
100577,2018-12-21,9999-12-31,Open,4
100932,2013-06-01,2016-05-23,Open,4
100932,2016-05-24,2018-11-02,Open,4
100932,2018-11-03,2018-11-04,Open,4
100932,2018-11-05,2018-11-13,Open,4
100932,2018-11-14,2018-11-21,Open,4
100932,2018-11-22,2018-11-26,Open,4
100932,2018-11-27,2018-11-28,Open,4
100932,2018-11-29,2018-12-17,Open,4
100932,2018-12-18,2018-12-20,Open,4
100932,2018-12-21,9999-12-31,Open,4
100941,2013-03-30,2013-10-30,Open,3
100941,2013-10-31,2016-05-23,Open,3
100941,2016-05-24,2016-11-29,Open,3
100941,2016-11-30,2017-03-10,Open,3
100941,2017-03-11,9999-12-31,Open,3
100541,2013-08-06,2014-03-01,Open,3
100541,2014-03-02,2014-07-11,Open,3
100541,2014-07-12,2016-05-23,Open,3
100541,2016-05-24,2018-11-02,Open,3
100541,2018-11-03,2018-11-04,Open,3
100541,2018-11-05,2018-11-13,Open,3
100541,2018-11-14,2018-11-21,Open,3
100541,2018-11-22,2018-11-26,Open,3
100541,2018-11-27,2018-11-28,Open,3
100541,2018-11-29,2018-12-17,Open,3
100541,2018-12-18,2018-12-20,Open,3
100541,2018-12-21,9999-12-31,Open,3
100553,2014-06-28,2015-08-09,Open,4
100553,2015-08-10,2016-05-23,Open,4
100553,2016-05-24,2017-02-06,Closed,4
100553,2017-02-07,9999-12-31,Open,4
100380,2014-11-29,2016-05-23,Open,4
100380,2016-05-24,2018-11-02,Open,4
100380,2018-11-03,2018-11-04,Open,4
100380,2018-11-05,2018-11-13,Open,4
100380,2018-11-14,2018-11-21,Open,4
100380,2018-11-22,2018-11-26,Open,4
100380,2018-11-27,2018-11-28,Open,4
100380,2018-11-29,2018-12-17,Open,4
100380,2018-12-18,2018-12-20,Open,4
100380,2018-12-21,9999-12-31,Open,4
100730,2015-06-16,2015-11-04,Open,4
100730,2015-11-05,2016-05-23,Open,4
100730,2016-05-24,2018-11-02,Open,4
100730,2018-11-03,2018-11-04,Open,4
100730,2018-11-05,2018-11-13,Open,4
100730,2018-11-14,2018-11-21,Open,4
100730,2018-11-22,2018-11-26,Open,4
100730,2018-11-27,2018-11-28,Open,4
100730,2018-11-29,2018-12-17,Open,4
100730,2018-12-18,2018-12-20,Open,4
100730,2018-12-21,9999-12-31,Open,4
100935,2015-07-08,2015-07-08,Open,1
100935,2015-07-09,2016-05-23,Open,1
100935,2016-05-24,2016-07-14,Open,1
100935,2016-07-15,2018-11-02,Open,1
100935,2018-11-03,2018-11-04,Open,1
100935,2018-11-05,2018-11-13,Open,1
100935,2018-11-14,2018-11-21,Open,1
100935,2018-11-22,2018-11-26,Open,1
100935,2018-11-27,2018-11-28,Open,1
100935,2018-11-29,2018-12-17,Open,1
100935,2018-12-18,2018-12-20,Open,1
100935,2018-12-21,9999-12-31,Open,1
100375,2015-08-26,2015-11-16,Open,3
100375,2015-11-17,2016-05-23,Open,3
100375,2016-05-24,2018-11-02,Open,3
100375,2018-11-03,2018-11-04,Open,3
100375,2018-11-05,2018-11-13,Open,3
100375,2018-11-14,2018-11-21,Open,3
100375,2018-11-22,2018-11-26,Open,3
100375,2018-11-27,2018-11-28,Open,3
100375,2018-11-29,2018-12-17,Open,3
100375,2018-12-18,2018-12-20,Open,3
100375,2018-12-21,9999-12-31,Open,3
100902,2015-10-05,2015-10-28,Open,4
100902,2015-10-29,2016-05-23,Open,4
100902,2016-05-24,2018-11-02,Open,4
100902,2018-11-03,2018-11-04,Open,4
100902,2018-11-05,2018-11-13,Open,4
100902,2018-11-14,2018-11-21,Open,4
100902,2018-11-22,2018-11-26,Open,4
100902,2018-11-27,2018-11-28,Open,4
100902,2018-11-29,2018-12-17,Open,4
100902,2018-12-18,2018-12-20,Open,4
100902,2018-12-21,9999-12-31,Open,4
100584,2015-11-17,2015-12-06,Open,4
100584,2015-12-07,2016-05-23,Open,4
100584,2016-05-24,2018-11-02,Open,4
100584,2018-11-03,2018-11-04,Open,4
100584,2018-11-05,2018-11-13,Open,4
100584,2018-11-14,2018-11-21,Open,4
100584,2018-11-22,2018-11-26,Open,4
100584,2018-11-27,2018-11-28,Open,4
100584,2018-11-29,2018-12-17,Open,4
100584,2018-12-18,2018-12-20,Open,4
100584,2018-12-21,9999-12-31,Open,4
100174,2015-12-11,2016-05-23,Open,4
100174,2016-05-24,9999-12-31,Open,4
100869,2015-12-17,2016-05-23,Open,3
100869,2016-05-24,9999-12-31,Open,3
100644,2016-03-11,2016-05-23,Open,4
100644,2016-05-24,9999-12-31,Open,4
100980,2016-03-16,2016-05-03,Open,3
100980,2016-05-04,2016-05-23,Open,3
100980,2016-05-24,2017-02-09,Open,3
100980,2017-02-10,2018-11-02,Open,3
100980,2018-11-03,2018-11-04,Open,3
100980,2018-11-05,2018-11-13,Open,3
100980,2018-11-14,2018-11-21,Open,3
100980,2018-11-22,2018-11-26,Open,3
100980,2018-11-27,2018-11-28,Open,3
100980,2018-11-29,2018-12-05,Open,3
100980,2018-12-06,2018-12-17,Closed,3
100980,2018-12-18,2018-12-20,Closed,3
100980,2018-12-21,9999-12-31,Closed,3
100598,2016-04-04,2016-04-11,Open,3
100598,2016-04-12,2016-05-23,Open,3
100598,2016-05-24,2018-11-02,Open,3
100598,2018-11-03,2018-11-04,Open,3
100598,2018-11-05,2018-11-13,Open,3
100598,2018-11-14,2018-11-21,Open,3
100598,2018-11-22,2018-11-26,Open,3
100598,2018-11-27,2018-11-28,Open,3
100598,2018-11-29,2018-12-17,Open,3
100598,2018-12-18,2018-12-20,Open,3
100598,2018-12-21,9999-12-31,Open,3
100029,1995-07-01,2016-05-23,Open,4
100029,2016-05-24,9999-12-31,Open,4
100253,2016-06-23,9999-12-31,Open,4
100905,2016-07-01,9999-12-31,Open,4
100044,2016-10-25,9999-12-31,Open,4
100671,2016-10-01,2017-01-19,Open,4
100671,2017-01-20,2018-11-02,Open,4
100671,2018-11-03,2018-11-04,Open,4
100671,2018-11-05,2018-11-13,Open,4
100671,2018-11-14,2018-11-21,Open,4
100671,2018-11-22,2018-11-26,Open,4
100671,2018-11-27,2018-11-28,Open,4
100671,2018-11-29,2018-12-17,Open,4
100671,2018-12-18,2018-12-20,Open,4
100671,2018-12-21,9999-12-31,Open,4
100407,2016-11-27,9999-12-31,Open,3
100020,2017-01-01,9999-12-31,Open,4
100487,2017-03-04,9999-12-31,Open,1
100024,2017-05-01,9999-12-31,Open,4
100957,2017-04-26,9999-12-31,Open,4
100681,2017-05-02,9999-12-31,Open,4
100232,2017-07-01,9999-12-31,Open,4
100938,2017-09-01,9999-12-31,Open,4
100690,2017-11-01,9999-12-31,Open,4
100575,2017-07-01,9999-12-31,Open,4
100971,2018-01-22,9999-12-31,Open,3
100716,2018-03-16,2018-05-21,Open,3
100716,2018-05-22,9999-12-31,Closed,3
100888,2018-03-19,9999-12-31,Open,1
100327,2018-05-05,9999-12-31,Open,4
100533,2018-06-01,9999-12-31,Open,3
100792,2018-06-11,9999-12-31,Open,3
100391,2018-06-22,9999-12-31,Open,4
100764,2018-01-24,9999-12-31,Open,4
100778,1999-07-03,2016-05-23,Open,1
100778,2016-05-24,9999-12-31,Open,1
100183,2000-04-28,2015-08-12,Open,3
100183,2015-08-13,2016-05-23,Open,3
100183,2016-05-24,2016-07-14,Open,3
100183,2016-07-15,2018-11-02,Open,3
100183,2018-11-03,2018-11-04,Open,3
100183,2018-11-05,2018-11-13,Open,3
100183,2018-11-14,2018-11-21,Open,3
100183,2018-11-22,2018-11-26,Open,3
100183,2018-11-27,2018-11-28,Open,3
100183,2018-11-29,2018-12-17,Open,3
100183,2018-12-18,2018-12-20,Open,3
100183,2018-12-21,9999-12-31,Open,3
100185,2000-07-29,2001-08-04,Open,4
100185,2001-08-05,2002-01-18,Open,4
100185,2002-01-19,2002-06-14,Open,4
100185,2002-06-15,2003-03-27,Open,4
100185,2003-03-28,2005-03-04,Open,4
100185,2005-03-05,2014-07-04,Open,4
100185,2014-07-05,2016-05-23,Open,4
100185,2016-05-24,2018-11-02,Open,4
100185,2018-11-03,2018-11-04,Open,4
100185,2018-11-05,2018-11-13,Open,4
100185,2018-11-14,2018-11-21,Open,4
100185,2018-11-22,2018-11-26,Open,4
100185,2018-11-27,2018-11-28,Open,4
100185,2018-11-29,2018-12-17,Open,4
100185,2018-12-18,2018-12-20,Open,4
100185,2018-12-21,9999-12-31,Open,4
100275,2004-07-17,2016-05-23,Open,3
100275,2016-05-24,2018-11-02,Open,3
100275,2018-11-03,2018-11-04,Open,3
100275,2018-11-05,2018-11-13,Open,3
100275,2018-11-14,2018-11-21,Open,3
100275,2018-11-22,2018-11-26,Open,3
100275,2018-11-27,2018-11-28,Open,3
100275,2018-11-29,2018-12-17,Open,3
100275,2018-12-18,2018-12-20,Open,3
100275,2018-12-21,9999-12-31,Open,3
100004,2005-02-03,2016-05-23,Open,4
100004,2016-05-24,2018-11-02,Open,4
100004,2018-11-03,2018-11-04,Open,4
100004,2018-11-05,2018-11-13,Open,4
100004,2018-11-14,2018-11-21,Open,4
100004,2018-11-22,2018-11-26,Open,4
100004,2018-11-27,2018-11-28,Open,4
100004,2018-11-29,2018-12-17,Open,4
100004,2018-12-18,2018-12-20,Open,4
100004,2018-12-21,9999-12-31,Open,4
100317,2006-06-27,2016-05-23,Open,1
100317,2016-05-24,2018-11-02,Open,1
100317,2018-11-03,2018-11-04,Open,1
100317,2018-11-05,2018-11-13,Open,1
100317,2018-11-14,2018-11-21,Open,1
100317,2018-11-22,2018-11-26,Open,1
100317,2018-11-27,2018-11-28,Open,1
100317,2018-11-29,2018-12-17,Open,1
100317,2018-12-18,2018-12-20,Open,1
100317,2018-12-21,9999-12-31,Open,1
100222,1985-07-01,2016-05-23,Open,1
100222,2016-05-24,9999-12-31,Open,1
100028,2006-08-26,2016-05-23,Open,4
100028,2016-05-24,2018-11-02,Open,4
100028,2018-11-03,2018-11-04,Open,4
100028,2018-11-05,2018-11-13,Open,4
100028,2018-11-14,2018-11-21,Open,4
100028,2018-11-22,2018-11-26,Open,4
100028,2018-11-27,2018-11-28,Open,4
100028,2018-11-29,2018-12-17,Open,4
100028,2018-12-18,2018-12-20,Open,4
100028,2018-12-21,9999-12-31,Open,4
100790,2007-03-31,2010-03-26,Open,4
100790,2010-03-27,2011-09-16,Open,4
100790,2011-09-17,2011-10-21,Open,4
100790,2011-10-22,2016-03-23,Open,4
100790,2016-03-24,2016-05-23,Open,4
100790,2016-05-24,2016-06-15,Closed,4
100790,2016-06-16,2018-11-02,Open,4
100790,2018-11-03,2018-11-04,Open,4
100790,2018-11-05,2018-11-13,Open,4
100790,2018-11-14,2018-11-21,Open,4
100790,2018-11-22,2018-11-26,Open,4
100790,2018-11-27,2018-11-28,Open,4
100790,2018-11-29,2018-12-17,Open,4
100790,2018-12-18,2018-12-20,Open,4
100790,2018-12-21,9999-12-31,Open,4
100425,2007-07-28,2016-05-23,Open,4
100425,2016-05-24,2018-11-02,Open,4
100425,2018-11-03,2018-11-04,Open,4
100425,2018-11-05,2018-11-13,Open,4
100425,2018-11-14,2018-11-21,Open,4
100425,2018-11-22,2018-11-26,Open,4
100425,2018-11-27,2018-11-28,Open,4
100425,2018-11-29,2018-12-17,Open,4
100425,2018-12-18,2018-12-20,Open,4
100425,2018-12-21,9999-12-31,Open,4
100749,2008-08-30,2013-03-15,Open,4
100749,2013-03-16,2015-01-30,Open,4
100749,2015-01-31,2016-05-23,Open,4
100749,2016-05-24,9999-12-31,Open,4
100106,2008-12-27,2009-12-18,Open,2
100106,2009-12-19,2016-04-20,Open,2
100106,2016-04-21,2016-04-26,Open,2
100106,2016-04-27,2016-05-02,Open,2
100106,2016-05-03,2016-05-23,Open,2
100106,2016-05-24,2018-11-02,Open,2
100106,2018-11-03,2018-11-04,Open,2
100106,2018-11-05,2018-11-13,Open,2
100106,2018-11-14,2018-11-21,Open,2
100106,2018-11-22,2018-11-26,Open,2
100106,2018-11-27,2018-11-28,Open,2
100106,2018-11-29,2018-12-17,Open,2
100106,2018-12-18,2018-12-20,Open,2
100106,2018-12-21,9999-12-31,Open,2
100607,2009-04-25,2009-10-23,Open,4
100607,2009-10-24,2010-06-25,Open,4
100607,2010-06-26,2015-04-23,Open,4
100607,2015-04-24,2016-05-23,Open,4
100607,2016-05-24,2018-11-02,Open,4
